title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped,prix_m2,is_new,is_luxury,age_estime,type_bien,price_category,city_popularity,is_premium_city
CMN-AN-1884 - Appartement à vendre à Bourgogne,1300000,"Appartements dans Casablanca, Bourgogne",80,2,1,https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1884___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57370097.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1300000,16250.0,False,False,15,appartement,luxury,136,True
CMN-SI-1879 - Appartement à vendre à Ziraoui,3480000,"Appartements dans Casablanca, Bourgogne",260,3,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1879___Appartement_%C3%A0_vendre_%C3%A0_Ziraoui_57331613.htm,"Casablanca, Bourgogne",casablanca,bourgogne,3280000,13384.615384615385,False,False,15,appartement,luxury,136,True
Appartement à vendre 180 m² à Casablanca,2700000,"Appartements dans Casablanca, Maarif",200,4,3,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_180_m%C2%B2_%C3%A0_Casablanca_57839155.htm,"Casablanca, Maarif",casablanca,maarif,2700000,13500.0,False,False,15,appartement,luxury,136,True
Appartement à vendre 120m² H Mohammadi Casablanca,850000,"Appartements dans Casablanca, Hay Mohammadi",120,2,1,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_120m%C2%B2_H_Mohammadi_Casablanca_57309014.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,850000,7083.333333333333,False,False,15,appartement,very_high,136,True
Élégant Studio à vendre 63 m² à Marrakech,1134000,"Appartements dans Marrakech, Guéliz",63,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/%C3%89l%C3%A9gant_Studio_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Marrakech_57765732.htm,"Marrakech, Guéliz",marrakech,guéliz,1134000,18000.0,False,False,15,studio,luxury,58,True
D’UN BEL APPARTEMENT DE 117M2,1900000,"Appartements dans Casablanca, Les Princesses",117,3,2,https://www.avito.ma/fr/les_princesses/appartements/VENTE_D_UN_BEL_APPARTEMENT_DE_117M2_56886880.htm,"Casablanca, Les Princesses",casablanca,les princesses,1900000,16239.31623931624,False,False,15,appartement,luxury,136,True
Appartement 236m² à Gauthier Consulat d'Italie,3200000,"Appartements dans Casablanca, Gauthier",272,4,3,https://www.avito.ma/fr/gauthier/appartements/Appartement_236m%C2%B2_%C3%A0_Gauthier_Consulat_d_Italie_56634956.htm,"Casablanca, Gauthier",casablanca,gauthier,3200000,11764.70588235294,False,False,15,appartement,luxury,136,True
Appartement à vendre 78 m² à Deroua,460000,"Appartements dans Deroua, Toute la ville",78,2,1,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Deroua_57721736.htm,"Deroua, Toute la ville",deroua,toute la ville,460000,5897.4358974358975,False,False,15,appartement,high,1,False
Appartement à vendre 134 m² à Casablanca,3000000,"Appartements dans Casablanca, Racine",154,3,3,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_57789942.htm,"Casablanca, Racine",casablanca,racine,3000000,19480.51948051948,False,False,15,appartement,luxury,136,True
Bel appartement... orientation sud,2150000,"Appartements dans Casablanca, Les Princesses",165,3,2,https://www.avito.ma/fr/les_princesses/appartements/Bel_appartement____orientation_sud_56943177.htm,"Casablanca, Les Princesses",casablanca,les princesses,2150000,13030.30303030303,False,False,15,appartement,luxury,136,True
Appartement en face de la plage 72 m² à Martil.,1200000,"Appartements dans Martil, Toute la ville",72,2,1,https://www.avito.ma/fr/martil/appartements/Appartement_en_face_de_la_plage_72_m%C2%B2_%C3%A0_Martil__56700135.htm,"Martil, Toute la ville",martil,toute la ville,1200000,16666.666666666668,False,False,15,appartement,luxury,5,False
Appartement à vendre 176 m² à Tanger,3500000,"Appartements dans Tanger, Administratif",176,4,2,https://www.avito.ma/fr/administratif/appartements/Appartement_%C3%A0_vendre_176_m%C2%B2_%C3%A0_Tanger_57778075.htm,"Tanger, Administratif",tangier,administratif,3280000,19886.363636363636,False,False,15,appartement,luxury,38,False
Appartements à vendre,2432000,"Appartements dans Agadir, Haut-Founty",128,3,3,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57804375.htm,"Agadir, Haut-Founty",agadir,haut-founty,2432000,19000.0,False,False,15,appartement,luxury,9,False
Appartement à vendre 78 m² à Marrakech,1800000,"Appartements dans Marrakech, Agdal",118,2,2,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Marrakech_56438709.htm,"Marrakech, Agdal",marrakech,agdal,1800000,15254.237288135593,False,False,15,appartement,luxury,58,True
Appartement à vendre 172 m² à Casablanca,2100000,"Appartements dans Casablanca, 2 Mars",172,3,3,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_172_m%C2%B2_%C3%A0_Casablanca_57382833.htm,"Casablanca, 2 Mars",casablanca,2 mars,2100000,12209.302325581395,False,False,15,appartement,luxury,136,True
Deux appartements à vendre derrière le complexe Al Hosni - par cession,560000,"Appartements dans Tanger, Hay Hassani",60,2,1,https://www.avito.ma/fr/hay_hassani/appartements/Deux_appartements_%C3%A0_vendre_derri%C3%A8re_le_complexe_Al_Hosni___par_cession_57635187.htm,"Tanger, Hay Hassani",tangier,hay hassani,560000,9333.333333333334,False,False,15,appartement,high,38,False
Charmant appartement à vendre - Résidence OUBAHA,1150000,"Appartements dans El Mansouria, Toute la ville",100,3,2,https://www.avito.ma/fr/el_mansouria/appartements/Charmant_appartement_%C3%A0_vendre___R%C3%A9sidence_OUBAHA_57256920.htm,"El Mansouria, Toute la ville",el mansouria,toute la ville,1150000,11500.0,False,False,15,appartement,luxury,2,False
Bonne affaire sur la corniche,850000,"Appartements dans Tanger, Centre ville",64,2,1,https://www.avito.ma/fr/centre_ville/appartements/Bonne_affaire_sur_la_corniche_57817834.htm,"Tanger, Centre ville",tangier,centre ville,850000,13281.25,False,False,15,appartement,very_high,38,False
Appartement 76m Neuf A Maarif Ex,1460000,"Appartements dans Casablanca, Maarif",76,2,2,https://www.avito.ma/fr/maarif/appartements/Appartement_76m_Neuf_A_Maarif_Ex_57712316.htm,"Casablanca, Maarif",casablanca,maarif,1460000,19210.526315789473,True,False,0,appartement,luxury,136,True
Bel appartement en rez de jardin sur résidence,3300000,"Appartements dans Marrakech, Agdal",100,3,2,https://www.avito.ma/fr/agdal/appartements/Bel_appartement_en_rez_de_jardin_sur_r%C3%A9sidence_57536307.htm,"Marrakech, Agdal",marrakech,agdal,3280000,33000.0,False,False,15,appartement,luxury,58,True
Appartement à vendre 95 m² à Marrakech,1350000,"Appartements dans Marrakech, Route de Safi",95,2,1,https://www.avito.ma/fr/route_de_safi/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Marrakech_57746811.htm,"Marrakech, Route de Safi",marrakech,route de safi,1350000,14210.526315789473,False,False,15,appartement,luxury,58,True
Appartement neuf et équipé de haute qualité,525000,"Appartements dans Meknès, Autre secteur",110,3,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_et_%C3%A9quip%C3%A9_de_haute_qualit%C3%A9_57780125.htm,"Meknès, Autre secteur",meknès,autre secteur,525000,4772.727272727273,True,False,0,appartement,high,2,False
Superbe appartement familial au cœur Racine,4216000,"Appartements dans Casablanca, Racine",284,3,3,https://www.avito.ma/fr/racine/appartements/Superbe_appartement_familial_au_c_ur_Racine_57790576.htm,"Casablanca, Racine",casablanca,racine,3280000,14845.070422535211,False,True,5,appartement,luxury,136,True
Grand Appartement Plein Centre de Kénitra 154 m²,1360000,"Appartements dans Kénitra, Centre",154,3,2,https://www.avito.ma/fr/centre/appartements/Grand_Appartement_Plein_Centre_de_K%C3%A9nitra_154_m%C2%B2_57587635.htm,"Kénitra, Centre",kénitra,centre,1360000,8831.16883116883,False,False,15,appartement,luxury,14,False
CMN-MA-1866 - Appartement à vendre à Les princesses,1330000,"Appartements dans Casablanca, Les Princesses",106,2,1,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1866___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55872150.htm,"Casablanca, Les Princesses",casablanca,les princesses,1330000,12547.169811320755,False,False,15,appartement,luxury,136,True
Appartement Haut standing à vendre / piscine,1900000,"Appartements dans Marrakech, Ain Mezouar",100,3,2,https://www.avito.ma/fr/ain_mezouar/appartements/Appartement_Haut_standing_%C3%A0_vendre___piscine_57824629.htm,"Marrakech, Ain Mezouar",marrakech,ain mezouar,1900000,19000.0,False,True,5,appartement,luxury,58,True
Bel appartement,395000,"Appartements dans Saidia, Toute la ville",76,3,2,https://www.avito.ma/fr/saidia/appartements/Bel_appartement_57263311.htm,"Saidia, Toute la ville",saidia,toute la ville,395000,5197.368421052632,False,False,15,appartement,high,4,False
Appartement à vendre 186 m² à Tanger,7200000,"Appartements dans Tanger, Malabata",186,4,2,https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_vendre_186_m%C2%B2_%C3%A0_Tanger_57325686.htm,"Tanger, Malabata",tangier,malabata,3280000,38709.67741935484,False,False,15,appartement,luxury,38,False
Appartement neuf à Sala El Jadida,1099800,"Appartements dans Salé, Sala El Jadida",94,2,2,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_neuf_%C3%A0_Sala_El_Jadida_53271053.htm,"Salé, Sala El Jadida",salé,sala el jadida,1099800,11700.0,True,False,0,appartement,luxury,6,False
Appartement à vendre 110 m² à Bouznika,1670000,"Appartements dans Bouznika, Autre secteur",118,3,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Bouznika_57256859.htm,"Bouznika, Autre secteur",bouznika,autre secteur,1670000,14152.542372881357,False,False,15,appartement,luxury,3,False
Appartement 87 m² en vente près clinique kawtar,650000,"Appartements dans Fès, Ain Amiyer",87,3,2,https://www.avito.ma/fr/ain_amiyer/appartements/Appartement_87_m%C2%B2_en_vente_pr%C3%A8s_clinique_kawtar_57151475.htm,"Fès, Ain Amiyer",fès,ain amiyer,650000,7471.264367816092,False,False,15,appartement,very_high,7,False
Appartement à vendre 128 m² à Bouskoura,1300000,"Appartements dans Bouskoura, Victoria",140,3,2,https://www.avito.ma/fr/victoria/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Bouskoura_57814586.htm,"Bouskoura, Victoria",bouskoura,victoria,1300000,9285.714285714286,False,False,15,appartement,luxury,5,False
Appartement à vendre à Had Soualem,570000,"Appartements dans Had Soualem, Toute la ville",74,2,2,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_%C3%A0_Had_Soualem_57647935.htm,"Had Soualem, Toute la ville",had soualem,toute la ville,570000,7702.7027027027025,False,False,15,appartement,high,3,False
"Studio neuf à vendre – Bourgogne, Casablanca",1270000,"Appartements dans Casablanca, Bourgogne",66,1,1,https://www.avito.ma/fr/bourgogne/appartements/Studio_neuf_%C3%A0_vendre___Bourgogne__Casablanca_57765581.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1270000,19242.424242424244,True,False,0,studio,luxury,136,True
Appartements à vendre,2800000,"Appartements dans Agadir, Haut-Founty",150,3,3,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57804087.htm,"Agadir, Haut-Founty",agadir,haut-founty,2800000,18666.666666666668,False,False,15,appartement,luxury,9,False
Appartement à vendre 150 m² à Casablanca,3400000,"Appartements dans Casablanca, Oasis",163,3,2,https://www.avito.ma/fr/oasis/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Casablanca_57723071.htm,"Casablanca, Oasis",casablanca,oasis,3280000,20858.895705521474,False,False,15,appartement,luxury,136,True
CMN-AC-2017 - Appartement à vendre à Californie,1690000,"Appartements dans Casablanca, Californie",144,2,2,https://www.avito.ma/fr/californie/appartements/CMN_AC_2017___Appartement_%C3%A0_vendre_%C3%A0_Californie_57245074.htm,"Casablanca, Californie",casablanca,californie,1690000,11736.111111111111,False,False,15,appartement,luxury,136,True
Studio 42m Neuf Maarif Proche BD Biranzaran,980000,"Appartements dans Casablanca, Maarif",42,1,1,https://www.avito.ma/fr/maarif/appartements/Studio_42m_Neuf_Maarif_Proche_BD_Biranzaran_57785117.htm,"Casablanca, Maarif",casablanca,maarif,980000,23333.333333333332,True,False,0,studio,very_high,136,True
Appartement 147 M² à Mohammedia,1650000,"Appartements dans Mohammedia, Autre secteur",14,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_147_M%C2%B2_%C3%A0_Mohammedia_57761127.htm,"Mohammedia, Autre secteur",mohammedia,autre secteur,1650000,117857.14285714286,False,False,15,appartement,luxury,10,False
Appartement à vendre à Oulfa,700000,"Appartements dans Casablanca, Oulfa",73,2,2,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Oulfa_57712644.htm,"Casablanca, Oulfa",casablanca,oulfa,700000,9589.04109589041,False,False,15,appartement,very_high,136,True
Appartements à vendre,1400000,"Appartements dans Agadir, Haut-Founty",70,2,2,https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57803975.htm,"Agadir, Haut-Founty",agadir,haut-founty,1400000,20000.0,False,False,15,appartement,luxury,9,False
Appartement à vendre 52 m² à Marrakech,1200000,"Appartements dans Marrakech, Guéliz",52,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Marrakech_56035043.htm,"Marrakech, Guéliz",marrakech,guéliz,1200000,23076.923076923078,False,False,15,appartement,luxury,58,True
Appartement à vendre à Marina Golf Asilah,950000,"Appartements dans Asilah, Toute la ville",150,2,1,https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_%C3%A0_Marina_Golf_Asilah_57769496.htm,"Asilah, Toute la ville",asilah,toute la ville,950000,6333.333333333333,False,True,5,appartement,very_high,2,False
Appartement à vendre 133 m² sur 2 mars,1700000,"Appartements dans Casablanca, 2 Mars",133,3,2,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_133_m%C2%B2_sur_2_mars_57696869.htm,"Casablanca, 2 Mars",casablanca,2 mars,1700000,12781.954887218046,False,False,15,appartement,luxury,136,True
Appartement à vendre 72 m² à Rachédia 2 Fes,450000,"Appartements dans Fès, Autre secteur",72,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Rach%C3%A9dia_2_Fes_57616573.htm,"Fès, Autre secteur",fès,autre secteur,450000,6250.0,False,False,15,appartement,high,7,False
Appartement à vendre à Berrechid El Qabbah,340000,"Appartements dans Berrechid, Toute la ville",70,2,1,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_El_Qabbah_57707198.htm,"Berrechid, Toute la ville",berrechid,toute la ville,340000,4857.142857142857,False,False,15,appartement,high,2,False
Appartement 112 m² près café Mégad’Or à Fès,650000,"Appartements dans Fès, Route Ain Chkaf",112,3,2,https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_112_m%C2%B2_pr%C3%A8s_caf%C3%A9_M%C3%A9gad_Or_%C3%A0_F%C3%A8s_57370688.htm,"Fès, Route Ain Chkaf",fès,route ain chkaf,650000,5803.571428571428,False,False,15,appartement,very_high,7,False
Appartement à vendre à 3 min du stade de Tanger,970000,"Appartements dans Tanger, Zemmouri",75,2,1,https://www.avito.ma/fr/zemmouri/appartements/Appartement_%C3%A0_vendre_%C3%A0_3_min_du_stade_de_Tanger_57704607.htm,"Tanger, Zemmouri",tangier,zemmouri,970000,12933.333333333334,False,False,15,appartement,very_high,38,False
BEN-MA-1118 - Appartement à vendre à Mansouria-B...,1200000,"Appartements dans Benslimane, Autre secteur",98,2,1,https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1118___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57276565.htm,"Benslimane, Autre secteur",benslimane,autre secteur,1200000,12244.897959183674,False,False,15,appartement,luxury,3,False
Appartement neuf à vendre Ain Sebaa,1070000,"Appartements dans Casablanca, Ain Sebaa",81,2,2,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_neuf_%C3%A0_vendre_Ain_Sebaa_57342001.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,1070000,13209.876543209877,True,False,0,appartement,luxury,136,True
Appartements à vendre 64 m² à Ben Guerir,300000,"Appartements dans Ben Guerir, Toute la ville",64,3,2,https://www.avito.ma/fr/ben_guerir/appartements/Appartements_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Ben_Guerir_57735424.htm,"Ben Guerir, Toute la ville",ben guerir,toute la ville,300000,4687.5,False,False,15,appartement,medium,2,False
CMN-SI-1881 - Appartement à vendre à Bourgogne Est,1800000,"Appartements dans Casablanca, Bourgogne",103,3,2,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1881___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57341638.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1800000,17475.728155339806,False,False,15,appartement,luxury,136,True
Appartement à vendre 170 m² à CFC,4200000,"Appartements dans Casablanca, Casablanca Finance City",170,3,3,https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_CFC_57775845.htm,"Casablanca, Casablanca Finance City",casablanca,casablanca finance city,3280000,24705.882352941175,False,False,15,appartement,luxury,136,True
Appartement à vendre – Marrakech,600000,"Appartements dans Marrakech, Hay Charaf",59,2,1,https://www.avito.ma/fr/hay_charaf/appartements/Appartement_%C3%A0_vendre___Marrakech_57775121.htm,"Marrakech, Hay Charaf",marrakech,hay charaf,600000,10169.49152542373,False,False,15,appartement,high,58,True
Appartement à vendre 80 m² à Kénitra,490000,"Appartements dans Kénitra, Seyad",80,2,1,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57727010.htm,"Kénitra, Seyad",kénitra,seyad,490000,6125.0,False,False,15,appartement,high,14,False
Des apt neuf a vendre 85 m2 tanger,1147500,"Appartements dans Tanger, Marjane",96,2,2,https://www.avito.ma/fr/marjane/appartements/Des_apt_neuf_a_vendre_85_m2_tanger_57284651.htm,"Tanger, Marjane",tangier,marjane,1147500,11953.125,True,False,0,appartement,luxury,38,False
Appartement à vendre 165 m² La perle D'Agadir,2272500,"Appartements dans Agadir, Talborjt",165,4,1,https://www.avito.ma/fr/talborjt/appartements/Appartement_%C3%A0_vendre_165_m%C2%B2_La_perle_D_Agadir_56449554.htm,"Agadir, Talborjt",agadir,talborjt,2272500,13772.727272727272,False,False,15,appartement,luxury,9,False
Appartement à vendre 70 m² à Kénitra,360000,"Appartements dans Kénitra, Bir Rami",70,2,2,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57722547.htm,"Kénitra, Bir Rami",kénitra,bir rami,360000,5142.857142857143,False,False,15,appartement,high,14,False
Appartement à vendre 120 m² à Tanger,2500000,"Appartements dans Tanger, Autre secteur",165,2,2,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Tanger_57778013.htm,"Tanger, Autre secteur",tangier,autre secteur,2500000,15151.515151515152,False,False,15,appartement,luxury,38,False
Appartement à vendre 89 m² à Tanger malabata,2136000,"Appartements dans Tanger, Malabata",89,2,1,https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Tanger_malabata_57316793.htm,"Tanger, Malabata",tangier,malabata,2136000,24000.0,False,False,15,appartement,luxury,38,False
Appartement triplex à vendre 128m² à HM Casablanca,850000,"Appartements dans Casablanca, Hay Mohammadi",128,4,2,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_triplex_%C3%A0_vendre_128m%C2%B2_%C3%A0_HM_Casablanca_57029102.htm,"Casablanca, Hay Mohammadi",casablanca,hay mohammadi,850000,6640.625,False,False,15,appartement,very_high,136,True
Appartement 82 m2 résidence Ricoflores piscine,860000,"Appartements dans Mohammedia, Centre Ville",82,2,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_82_m2_r%C3%A9sidence_Ricoflores_piscine_57355316.htm,"Mohammedia, Centre Ville",mohammedia,centre ville,860000,10487.80487804878,False,False,15,appartement,very_high,10,False
"Duplex avec garage privé Sidi Maarouf, Essaada",1650000,"Appartements dans Casablanca, Sidi Maarouf",159,2,3,https://www.avito.ma/fr/sidi_maarouf/appartements/Duplex_avec_garage_priv%C3%A9_Sidi_Maarouf__Essaada_57819495.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,1650000,10377.358490566037,False,True,5,duplex,luxury,136,True
"Bel appartement à vendre Bourgogne, My Youssef",1280000,"Appartements dans Casablanca, Bourgogne",93,2,2,https://www.avito.ma/fr/bourgogne/appartements/Bel_appartement_%C3%A0_vendre_Bourgogne__My_Youssef_57793674.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1280000,13763.440860215054,False,False,15,appartement,luxury,136,True
"Appartement à El Jadida, quartier El Milha, sur la rue",550000,"Appartements dans El Jadida, Mouilha",88,2,1,https://www.avito.ma/fr/mouilha/appartements/Appartement_%C3%A0_El_Jadida__quartier_El_Milha__sur_la_rue_57335734.htm,"El Jadida, Mouilha",el jadida,mouilha,550000,6250.0,False,False,15,appartement,high,5,False
Appartement à vendre 83 m² à guéliz Marrakech,1650000,"Appartements dans Marrakech, Guéliz",80,2,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_gu%C3%A9liz_Marrakech_55798412.htm,"Marrakech, Guéliz",marrakech,guéliz,1650000,20625.0,False,False,15,appartement,luxury,58,True
vendre Superbe appartement 3 ch-Jnane Californie,1900000,"Appartements dans Casablanca, Californie",119,3,2,https://www.avito.ma/fr/californie/appartements/%C3%80_vendre_Superbe_appartement_3_ch_Jnane_Californie_57815555.htm,"Casablanca, Californie",casablanca,californie,1900000,15966.38655462185,False,True,5,appartement,luxury,136,True
3 Chambres à vendre 112 m² à Californie,2000000,"Appartements dans Casablanca, Californie",117,3,2,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_112_m%C2%B2_%C3%A0_Californie_56564980.htm,"Casablanca, Californie",casablanca,californie,2000000,17094.017094017094,False,False,15,appartement,luxury,136,True
Appartement 112 m² – 8e étage – Riad Tétouan,1400000,"Appartements dans Tanger, Centre ville",112,2,1,https://www.avito.ma/fr/centre_ville/appartements/Appartement_112_m%C2%B2___8e_%C3%A9tage___Riad_T%C3%A9touan_57725391.htm,"Tanger, Centre ville",tangier,centre ville,1400000,12500.0,False,False,15,appartement,luxury,38,False
appartement a vendre meuble,600000,"Appartements dans Marrakech, Route de Casablanca",52,2,1,https://www.avito.ma/fr/route_de_casablanca/appartements/appartement_a_vendre_meuble_57699894.htm,"Marrakech, Route de Casablanca",marrakech,route de casablanca,600000,11538.461538461539,False,False,15,appartement,high,58,True
Bel appart RDC SUR centre ville,650000,"Appartements dans Mohammedia, Centre Ville",80,2,1,https://www.avito.ma/fr/centre_ville/appartements/Bel_appart_RDC_SUR_centre_ville_55947144.htm,"Mohammedia, Centre Ville",mohammedia,centre ville,650000,8125.0,False,False,15,appartement,very_high,10,False
Appartement Valencia Beach Mansouria,840000,"Appartements dans Mohammedia, Corniche",89,2,1,https://www.avito.ma/fr/corniche/appartements/Appartement_Valencia_Beach_Mansouria_57224794.htm,"Mohammedia, Corniche",mohammedia,corniche,840000,9438.202247191011,False,False,15,appartement,very_high,10,False
Appartement 86m² à vendre – Al Azdihar Marrakech,1300000,"Appartements dans Marrakech, Hay Izdihar",86,2,2,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_86m%C2%B2_%C3%A0_vendre___Al_Azdihar_Marrakech_57834491.htm,"Marrakech, Hay Izdihar",marrakech,hay izdihar,1300000,15116.279069767443,False,False,15,appartement,luxury,58,True
Appartement 126m² 4ème étg. terrasse à Maârif,1450000,"Appartements dans Casablanca, Val Fleuri",126,2,2,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_126m%C2%B2_4%C3%A8me_%C3%A9tg__terrasse_%C3%A0_Ma%C3%A2rif_56872194.htm,"Casablanca, Val Fleuri",casablanca,val fleuri,1450000,11507.936507936507,False,False,15,appartement,luxury,136,True
Appartement à vendre à Cabo Negro,1400000,"Appartements dans Cabo Negro, Toute la ville",75,1,1,https://www.avito.ma/fr/cabo_negro/appartements/Appartement_%C3%A0_vendre_%C3%A0_Cabo_Negro_57745510.htm,"Cabo Negro, Toute la ville",cabo negro,toute la ville,1400000,18666.666666666668,False,False,15,appartement,luxury,1,False
Appartement 2 chambres corniche investisseurs airbnb,1100000,"Appartements dans Tanger, Malabata",75,2,1,https://www.avito.ma/fr/malabata/appartements/Appartement_2_chambres_corniche_investisseurs_airbnb_57831155.htm,"Tanger, Malabata",tangier,malabata,1100000,14666.666666666666,False,False,15,appartement,luxury,38,False
CMN-HA-1848 - Appartement à vendre à Lissasfa,930000,"Appartements dans Casablanca, Lissasfa",103,3,1,https://www.avito.ma/fr/lissasfa/appartements/CMN_HA_1848___Appartement_%C3%A0_vendre_%C3%A0_Lissasfa_57291337.htm,"Casablanca, Lissasfa",casablanca,lissasfa,930000,9029.126213592233,False,False,15,appartement,very_high,136,True
Studio à vendre,1083000,"Appartements dans Agadir, Haut-Founty",57,1,1,https://www.avito.ma/fr/haut_founty/appartements/Studio_%C3%A0_vendre_57803904.htm,"Agadir, Haut-Founty",agadir,haut-founty,1083000,19000.0,False,False,15,studio,luxury,9,False
Appartement d’architecte neuf sans vis-à-vis,1750000,"Appartements dans Casablanca, Franceville",83,2,2,https://www.avito.ma/fr/franceville/appartements/Appartement_d_architecte_neuf_sans_vis_%C3%A0_vis_57272154.htm,"Casablanca, Franceville",casablanca,franceville,1750000,21084.33734939759,True,False,0,appartement,luxury,136,True
Appartement Neuf 84 m² à Guéliz Avec Piscine,1550000,"Appartements dans Marrakech, Guéliz",84,2,2,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Neuf_84_m%C2%B2_%C3%A0_Gu%C3%A9liz_Avec_Piscine_56259750.htm,"Marrakech, Guéliz",marrakech,guéliz,1550000,18452.380952380954,True,False,0,appartement,luxury,58,True
STUDIO MAGNIFIQUE À SAISIR,1350000,"Appartements dans Casablanca, Riviera",48,1,1,https://www.avito.ma/fr/riviera/appartements/STUDIO_MAGNIFIQUE_%C3%80_SAISIR_56341164.htm,"Casablanca, Riviera",casablanca,riviera,1350000,28125.0,False,True,5,studio,luxury,136,True
Appartement enregistré à vendre,6200000,"Appartements dans Tétouan, Al Azhar",126,3,1,https://www.avito.ma/fr/al_azhar/appartements/Appartement_enregistr%C3%A9_%C3%A0_vendre_57838894.htm,"Tétouan, Al Azhar",tétouan,al azhar,3280000,49206.34920634921,False,False,15,appartement,luxury,3,False
Joli appart 113m2 près de Amoud et McDonald,1300000,"Appartements dans Marrakech, Av Abdelkrim El Khattabi",113,2,1,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Joli_appart_113m2_pr%C3%A8s_de_Amoud_et_McDonald_57720703.htm,"Marrakech, Av Abdelkrim El Khattabi",marrakech,av abdelkrim el khattabi,1300000,11504.424778761062,False,False,15,appartement,luxury,58,True
