title,price,location,surface,rooms,baths,link,location_clean,city,district,price_capped,prix_m2,is_new,is_luxury,age_estime,type_bien,price_category,city_popularity,is_premium_city
😍 Appartement rénové avec belle vue,390000,"Appartements dans Marrakech, Azzouzia",59,2,1,https://www.avito.ma/fr/azzouzia/appartements/___Appartement_r%C3%A9nov%C3%A9_avec_belle_vue_57797690.htm,"Marrakech, Azzouzia",marrakech,azzouzia,390000,6610.169491525424,False,False,15,appartement,high,58,True
Appartement à vendre à Hay Salam Oujda,380000,"Appartements dans Oujda, Hay Salam",53,2,1,https://www.avito.ma/fr/hay_salam/appartements/Appartement_%C3%A0_vendre_%C3%A0_Hay_Salam_Oujda_57780476.htm,"Oujda, Hay Salam",oujda,hay salam,380000,7169.811320754717,False,False,15,appartement,high,5,False
Duplex RDC 47 m² en vente - piscine Rooftop,1708000,"Appartements dans Marrakech, Av Abdelkrim El Khattabi",47,1,2,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Duplex_RDC_47_m%C2%B2_en_vente___piscine_Rooftop_57606328.htm,"Marrakech, Av Abdelkrim El Khattabi",marrakech,av abdelkrim el khattabi,1708000,36340.425531914894,False,True,5,duplex,luxury,58,True
TRIANGLE D’OR BEL APPT A VENDRE AVEC TERRASSE,3750000,"Appartements dans Casablanca, Triangle d'Or",267,3,2,https://www.avito.ma/fr/triangle_d_or/appartements/TRIANGLE_D_OR_BEL_APPT_A_VENDRE_AVEC_TERRASSE_55809049.htm,"Casablanca, Triangle d'Or",casablanca,triangle d'or,3280000,14044.943820224718,False,False,15,appartement,luxury,136,True
Appartement à vendre 149 m² à Casablanca,850000,"Appartements dans Casablanca, Belvédère",149,3,2,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_149_m%C2%B2_%C3%A0_Casablanca_57832871.htm,"Casablanca, Belvédère",casablanca,belvédère,850000,5704.697986577181,False,False,15,appartement,very_high,136,True
A VENDRE APPARTEMENTS NEUFS AVEC TITRES FONCIERS,575000,"Appartements dans Kénitra, Bir Rami",90,3,1,https://www.avito.ma/fr/bir_rami/appartements/A_VENDRE_APPARTEMENTS_NEUFS_AVEC_TITRES_FONCIERS_57372793.htm,"Kénitra, Bir Rami",kénitra,bir rami,575000,6388.888888888889,True,False,0,appartement,high,14,False
Appartement en vente 65m² à Gueliz-Piscine Rooftop,1498000,"Appartements dans Marrakech, Guéliz",65,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_65m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57658705.htm,"Marrakech, Guéliz",marrakech,guéliz,1498000,23046.153846153848,False,False,15,appartement,luxury,58,True
Studio neuf 41 m2 à vendre Roche Noires,640000,"Appartements dans Casablanca, Roches Noires",41,1,1,https://www.avito.ma/fr/roches_noires/appartements/Studio_neuf_41_m2_%C3%A0_vendre_Roche_Noires_55587139.htm,"Casablanca, Roches Noires",casablanca,roches noires,640000,15609.756097560976,True,False,0,studio,very_high,136,True
Duplex à vendre avec piscine proche Guéliz,1050000,"Appartements dans Marrakech, Mabrouka",95,3,2,https://www.avito.ma/fr/mabrouka/appartements/Duplex_%C3%A0_vendre_avec_piscine_proche_Gu%C3%A9liz_57727756.htm,"Marrakech, Mabrouka",marrakech,mabrouka,1050000,11052.631578947368,False,True,5,duplex,luxury,58,True
Habit immobilier met en vente un joli studio,1180000,"Appartements dans Casablanca, Bourgogne",60,1,1,https://www.avito.ma/fr/bourgogne/appartements/Habit_immobilier_met_en_vente_un_joli_studio_57406412.htm,"Casablanca, Bourgogne",casablanca,bourgogne,1180000,19666.666666666668,False,False,15,studio,luxury,136,True
MAÂRIF JOLI APPARTEMENT 109 m² À VENDRE,1050000,"Appartements dans Casablanca, Maarif",109,2,2,https://www.avito.ma/fr/maarif/appartements/MA%C3%82RIF_JOLI_APPARTEMENT_109_m%C2%B2_%C3%80_VENDRE_57654876.htm,"Casablanca, Maarif",casablanca,maarif,1050000,9633.02752293578,False,False,15,appartement,luxury,136,True
Appartement à vendre 75 m² à Casablanca,650000,"Appartements dans Casablanca, Ain Sebaa",75,2,1,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_57634469.htm,"Casablanca, Ain Sebaa",casablanca,ain sebaa,650000,8666.666666666666,False,False,15,appartement,very_high,136,True
Appart 118 m² Étage 3 Sidi Maarouf,1200000,"Appartements dans Casablanca, Sidi Maarouf",118,3,2,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart_118_m%C2%B2_%C3%89tage_3_Sidi_Maarouf_57742399.htm,"Casablanca, Sidi Maarouf",casablanca,sidi maarouf,1200000,10169.49152542373,False,False,15,appartement,luxury,136,True
Bel appartement neuf à vendre à Oasis,2400000,"Appartements dans Casablanca, Oasis",118,3,2,https://www.avito.ma/fr/oasis/appartements/Bel_appartement_neuf_%C3%A0_vendre_%C3%A0_Oasis_57797969.htm,"Casablanca, Oasis",casablanca,oasis,2400000,20338.98305084746,True,False,0,appartement,luxury,136,True
Appartement vue sur la gare routière sans intermédiaire,550000,"Appartements dans Tanger, Autre secteur",67,2,1,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_vue_sur_la_gare_routi%C3%A8re_sans_interm%C3%A9diaire_56169439.htm,"Tanger, Autre secteur",tangier,autre secteur,550000,8208.955223880597,False,False,15,appartement,high,38,False
Magnifique penthouse à vendre ou à louer à Wifac,3150000,"Appartements dans Temara, Wifak",230,4,2,https://www.avito.ma/fr/wifak/appartements/Magnifique_penthouse_%C3%A0_vendre_ou_%C3%A0_louer_%C3%A0_Wifac_57321110.htm,"Temara, Wifak",temara,wifak,3150000,13695.652173913044,False,True,5,penthouse,luxury,8,False
DUPLEX D'EXCEPTION Vue MER à vendre MARINA Casa,3690000,"Appartements dans Casablanca, Marina",204,2,2,https://www.avito.ma/fr/marina/appartements/DUPLEX_D_EXCEPTION_Vue_MER_%C3%A0_vendre_MARINA_Casa_57838040.htm,"Casablanca, Marina",casablanca,marina,3280000,18088.235294117647,False,True,5,duplex,luxury,136,True
Appartement à vendre 48m² à Gueliz - Piscine Rooftop,1077000,"Appartements dans Marrakech, Guéliz",49,1,1,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_48m%C2%B2_%C3%A0_Gueliz___Piscine_Rooftop_57658624.htm,"Marrakech, Guéliz",marrakech,guéliz,1077000,21979.591836734693,False,False,15,appartement,luxury,58,True
Meilleur invest Studio Neuf 62M Tram Busway Ghandi,880000,"Appartements dans Casablanca, Casablanca Finance City",62,1,1,https://www.avito.ma/fr/casablanca_finance_city/appartements/Meilleur_invest_Studio_Neuf_62M_Tram_Busway_Ghandi_57189382.htm,"Casablanca, Casablanca Finance City",casablanca,casablanca finance city,880000,14193.548387096775,True,False,0,studio,very_high,136,True
Bel appartement à vendre,2450000,"Appartements dans Tanger, Mozart",119,3,2,https://www.avito.ma/fr/mozart/appartements/Bel_appartement_%C3%A0_vendre_57838018.htm,"Tanger, Mozart",tangier,mozart,2450000,20588.235294117647,False,False,15,appartement,luxury,38,False
Appartement à vendre 70 m² à Had Soualem,260000,"Appartements dans Had Soualem, Toute la ville",70,3,1,https://www.avito.ma/fr/had_soualem/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Had_Soualem_57838006.htm,"Had Soualem, Toute la ville",had soualem,toute la ville,260000,3714.285714285714,False,False,15,appartement,medium,3,False
Appartement neuf avec ascenseur et parking,440000,"Appartements dans Casablanca, Sidi Othmane",81,2,1,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_neuf_avec_ascenseur_et_parking_55310114.htm,"Casablanca, Sidi Othmane",casablanca,sidi othmane,440000,5432.098765432099,True,False,0,appartement,high,136,True
